CODIGO_PRODUTO;Complemento;DESCRICAO_PRODUTO;CODIGO_COMPONENTE;Complemento_Componente;DESCRICAO_COMPONENTE
100910160020;   ;BICICLETA RUN RIDE 900 ROSA ;206010180021;0013  ;PINTURA GARFO DIANT ARO 12 BALANCE RAIA  DEC ROSA ESCURO 
100910160020;   ;BICICLETA RUN RIDE 900 ROSA ;206010180022;0001  ;PINTURA DO ARO 12 DEC PRETO 
100910160020;   ;BICICLETA RUN RIDE 900 ROSA ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
100910160020;   ;BICICLETA RUN RIDE 900 ROSA ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100910160020;   ;BICICLETA RUN RIDE 900 ROSA ;504010130002;   ;TINTA EM PO ROSA ESCURO 
100910160020;   ;BICICLETA RUN RIDE 900 ROSA ;504010130007;   ;TINTA EM PO PRETA 
100910160020;   ;BICICLETA RUN RIDE 900 ROSA ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100910160020;   ;BICICLETA RUN RIDE 900 ROSA ;504010130084;   ;TINTA HIBRID TGIC FREE ROSA ESCURO 
100910160020;   ;BICICLETA RUN RIDE 900 ROSA ;504010130092;   ;TINTA HIBRID TGIC FREE PRETO GRAFITE 
100910160024;   ;BICICLETA RUN RIDE 100 ROSA ;206010180017;0007  ;PINTURA GUIDAO ARO 12 BALANCE DEC ROSA  BEBE 
100910160024;   ;BICICLETA RUN RIDE 100 ROSA ;206010180018;0007  ;PINTURA QUADRO ARO 12 BALANCE DEC ROS A BEBE 
100910160024;   ;BICICLETA RUN RIDE 100 ROSA ;206010180019;0007  ;PINTURA GARFO DIANTEIRO ARO 12 DEC ROS A BEBE 
100910160024;   ;BICICLETA RUN RIDE 100 ROSA ;207010180007;0001  ;PINTURA ABRACADEIRA SELIM 16/BALANCE 
100910160024;   ;BICICLETA RUN RIDE 100 ROSA ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100910160024;   ;BICICLETA RUN RIDE 100 ROSA ;504010130007;   ;TINTA EM PO PRETA 
100910160024;   ;BICICLETA RUN RIDE 100 ROSA ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100910160024;   ;BICICLETA RUN RIDE 100 ROSA ;504010130090;   ;TINTA HIBRID TGIC FREE ROSA BEBE 
100930160005;   ;BICICLETA BALANCE CECIZINHA 03 ;206010180001;0006  ;PINTURA GARFO DIANTEIRO ARO 12 LILAS 
100930160005;   ;BICICLETA BALANCE CECIZINHA 03 ;206010180004;0006  ;PINTURA GUIDAO ARO 12 BALANCE BIKE LILAS 
100930160005;   ;BICICLETA BALANCE CECIZINHA 03 ;206010180005;0006  ;PINTURA QUADRO ARO 12 BALANCE LILAS 
100930160005;   ;BICICLETA BALANCE CECIZINHA 03 ;207010180007;0001  ;PINTURA ABRACADEIRA SELIM 16/BALANCE 
100930160005;   ;BICICLETA BALANCE CECIZINHA 03 ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100930160005;   ;BICICLETA BALANCE CECIZINHA 03 ;504010130007;   ;TINTA EM PO PRETA 
100930160005;   ;BICICLETA BALANCE CECIZINHA 03 ;504010130025;   ;TINTA EM PO LILAS - BANDEIRANTES 
100930160005;   ;BICICLETA BALANCE CECIZINHA 03 ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100930160006;   ;BICICLETA BALANCE POWER REX 02 ;206010180001;0001  ;PINTURA GARFO DIANTEIRO ARO 12 PRETO 
100930160006;   ;BICICLETA BALANCE POWER REX 02 ;206010180004;0001  ;PINTURA GUIDAO ARO 12 BALANCE PRETO 
100930160006;   ;BICICLETA BALANCE POWER REX 02 ;206010180005;0001  ;PINTURA QUADRO ARO 12 BALANCE PRETO 
100930160006;   ;BICICLETA BALANCE POWER REX 02 ;207010180007;0001  ;PINTURA ABRACADEIRA SELIM 16/BALANCE 
100930160006;   ;BICICLETA BALANCE POWER REX 02 ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100930160006;   ;BICICLETA BALANCE POWER REX 02 ;504010130007;   ;TINTA EM PO PRETA 
100930160006;   ;BICICLETA BALANCE POWER REX 02 ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100930160007;   ;BICICLETA BALANCE CALOI VERMELHA 02 ;206010180001;0004  ;PINTURA GARFO DIANTEIRO ARO 12 VERMELH O  
100930160007;   ;BICICLETA BALANCE CALOI VERMELHA 02 ;206010180004;0001  ;PINTURA GUIDAO ARO 12 BALANCE PRETO 
100930160007;   ;BICICLETA BALANCE CALOI VERMELHA 02 ;206010180005;0004  ;PINTURA QUADRO ARO 12 BALANCE VERMELH O 
100930160007;   ;BICICLETA BALANCE CALOI VERMELHA 02 ;207010180007;0001  ;PINTURA ABRACADEIRA SELIM 16/BALANCE 
100930160007;   ;BICICLETA BALANCE CALOI VERMELHA 02 ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100930160007;   ;BICICLETA BALANCE CALOI VERMELHA 02 ;504010130007;   ;TINTA EM PO PRETA 
100930160007;   ;BICICLETA BALANCE CALOI VERMELHA 02 ;504010130010;   ;TINTA EM PO VERMELHO 
100930160007;   ;BICICLETA BALANCE CALOI VERMELHA 02 ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100960160001;   ;BICICLETA BALANCE PRINCESAS ;206010180001;0007  ;PINTURA GARFO DIANTEIRO ARO 12 ROSA CLA R 
100960160001;   ;BICICLETA BALANCE PRINCESAS ;206010180004;0007  ;PINTURA GUIDAO ARO 12 BALANCE ROSA CLA RO 
100960160001;   ;BICICLETA BALANCE PRINCESAS ;206010180005;0007  ;PINTURA QUADRO ARO 12 BALANCE ROSA CLA RO 
100960160001;   ;BICICLETA BALANCE PRINCESAS ;207010180007;0001  ;PINTURA ABRACADEIRA SELIM 16/BALANCE 
100960160001;   ;BICICLETA BALANCE PRINCESAS ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100960160001;   ;BICICLETA BALANCE PRINCESAS ;504010130007;   ;TINTA EM PO PRETA 
100960160001;   ;BICICLETA BALANCE PRINCESAS ;504010130015;   ;TINTA EM PO ROSA CLARO 
100960160001;   ;BICICLETA BALANCE PRINCESAS ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100960160002;   ;BICICLETA BALANCE CARROS ;206010180001;0001  ;PINTURA GARFO DIANTEIRO ARO 12 PRETO 
100960160002;   ;BICICLETA BALANCE CARROS ;206010180004;0001  ;PINTURA GUIDAO ARO 12 BALANCE PRETO 
100960160002;   ;BICICLETA BALANCE CARROS ;206010180005;0004  ;PINTURA QUADRO ARO 12 BALANCE VERMELH O 
100960160002;   ;BICICLETA BALANCE CARROS ;207010180007;0001  ;PINTURA ABRACADEIRA SELIM 16/BALANCE 
100960160002;   ;BICICLETA BALANCE CARROS ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100960160002;   ;BICICLETA BALANCE CARROS ;504010130007;   ;TINTA EM PO PRETA 
100960160002;   ;BICICLETA BALANCE CARROS ;504010130010;   ;TINTA EM PO VERMELHO 
100960160002;   ;BICICLETA BALANCE CARROS ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100960160003;   ;BICICLETA BALANCE SPIDER MAN 02 ;206010180001;0001  ;PINTURA GARFO DIANTEIRO ARO 12 PRETO 
100960160003;   ;BICICLETA BALANCE SPIDER MAN 02 ;206010180004;0001  ;PINTURA GUIDAO ARO 12 BALANCE PRETO 
100960160003;   ;BICICLETA BALANCE SPIDER MAN 02 ;206010180005;0004  ;PINTURA QUADRO ARO 12 BALANCE VERMELH O 
100960160003;   ;BICICLETA BALANCE SPIDER MAN 02 ;207010180007;0001  ;PINTURA ABRACADEIRA SELIM 16/BALANCE 
100960160003;   ;BICICLETA BALANCE SPIDER MAN 02 ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100960160003;   ;BICICLETA BALANCE SPIDER MAN 02 ;504010130007;   ;TINTA EM PO PRETA 
100960160003;   ;BICICLETA BALANCE SPIDER MAN 02 ;504010130010;   ;TINTA EM PO VERMELHO 
100960160003;   ;BICICLETA BALANCE SPIDER MAN 02 ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100960160004;   ;BICICLETA BALANCE PRINCESAS 02 ;206010180001;0007  ;PINTURA GARFO DIANTEIRO ARO 12 ROSA CLA R 
100960160004;   ;BICICLETA BALANCE PRINCESAS 02 ;206010180004;0007  ;PINTURA GUIDAO ARO 12 BALANCE ROSA CLA RO 
100960160004;   ;BICICLETA BALANCE PRINCESAS 02 ;206010180005;0007  ;PINTURA QUADRO ARO 12 BALANCE ROSA CLA RO 
100960160004;   ;BICICLETA BALANCE PRINCESAS 02 ;207010180007;0001  ;PINTURA ABRACADEIRA SELIM 16/BALANCE 
100960160004;   ;BICICLETA BALANCE PRINCESAS 02 ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100960160004;   ;BICICLETA BALANCE PRINCESAS 02 ;504010130007;   ;TINTA EM PO PRETA 
100960160004;   ;BICICLETA BALANCE PRINCESAS 02 ;504010130015;   ;TINTA EM PO ROSA CLARO 
100960160004;   ;BICICLETA BALANCE PRINCESAS 02 ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100970160003;   ;BICICLETA BALANCE 12 RAIADA LILAS ;206010180012;0006  ;PINTURA GUIDAO ARO 12 BALANCE RAIADA LIL AS 
100970160003;   ;BICICLETA BALANCE 12 RAIADA LILAS ;206010180014;0006  ;PINTURA QUADRO ARO 12 BALANCE RAIADA LI LAS 
100970160003;   ;BICICLETA BALANCE 12 RAIADA LILAS ;206010180015;0006  ;PINTURA GARFO DIANT ARO 12 BALANCE RAIA  LILAS 
100970160003;   ;BICICLETA BALANCE 12 RAIADA LILAS ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
100970160003;   ;BICICLETA BALANCE 12 RAIADA LILAS ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100970160003;   ;BICICLETA BALANCE 12 RAIADA LILAS ;504010130007;   ;TINTA EM PO PRETA 
100970160003;   ;BICICLETA BALANCE 12 RAIADA LILAS ;504010130025;   ;TINTA EM PO LILAS - BANDEIRANTES 
100970160003;   ;BICICLETA BALANCE 12 RAIADA LILAS ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100970160004;   ;BICICLETA BALANCE 12 RAIADA LILAS 2 ;206010180012;0006  ;PINTURA GUIDAO ARO 12 BALANCE RAIADA LIL AS 
100970160004;   ;BICICLETA BALANCE 12 RAIADA LILAS 2 ;206010180014;0006  ;PINTURA QUADRO ARO 12 BALANCE RAIADA LI LAS 
100970160004;   ;BICICLETA BALANCE 12 RAIADA LILAS 2 ;206010180015;0006  ;PINTURA GARFO DIANT ARO 12 BALANCE RAIA  LILAS 
100970160004;   ;BICICLETA BALANCE 12 RAIADA LILAS 2 ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
100970160004;   ;BICICLETA BALANCE 12 RAIADA LILAS 2 ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100970160004;   ;BICICLETA BALANCE 12 RAIADA LILAS 2 ;504010130007;   ;TINTA EM PO PRETA 
100970160004;   ;BICICLETA BALANCE 12 RAIADA LILAS 2 ;504010130025;   ;TINTA EM PO LILAS - BANDEIRANTES 
100970160004;   ;BICICLETA BALANCE 12 RAIADA LILAS 2 ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100970160005;   ;BICICLETA BALANCE 12 RAIADA NATHOR LJ  2 ;206010180011;0001  ;PINTURA DO ARO 12 PRETO 
100970160005;   ;BICICLETA BALANCE 12 RAIADA NATHOR LJ  2 ;206010180012;0018  ;PINTURA GUIDAO ARO 12 BALANCE RAIADA LA RANJA 
100970160005;   ;BICICLETA BALANCE 12 RAIADA NATHOR LJ  2 ;206010180014;0018  ;PINTURA QUADRO ARO 12 BALANCE RAIADA L ARANJA 
100970160005;   ;BICICLETA BALANCE 12 RAIADA NATHOR LJ  2 ;206010180015;0018  ;PINTURA GARFO DIANT ARO 12 BALANCE RAIA  LARANJA 
100970160005;   ;BICICLETA BALANCE 12 RAIADA NATHOR LJ  2 ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
100970160005;   ;BICICLETA BALANCE 12 RAIADA NATHOR LJ  2 ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100970160005;   ;BICICLETA BALANCE 12 RAIADA NATHOR LJ  2 ;504010130007;   ;TINTA EM PO PRETA 
100970160005;   ;BICICLETA BALANCE 12 RAIADA NATHOR LJ  2 ;504010130019;   ;TINTA EM PO LARANJA FOSCO 
100970160005;   ;BICICLETA BALANCE 12 RAIADA NATHOR LJ  2 ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100970160006;   ;BICICLETA BALANCE 12 RAIADA AZUL 2 ;206010180011;0001  ;PINTURA DO ARO 12 PRETO 
100970160006;   ;BICICLETA BALANCE 12 RAIADA AZUL 2 ;206010180012;0040  ;PINTURA GUIDAO ARO 12 BALANCE RAIADA PR ETO FOSCO 
100970160006;   ;BICICLETA BALANCE 12 RAIADA AZUL 2 ;206010180014;0037  ;PINTURA QUADRO ARO 12 BALANCE RAIADA A ZUL AZ 
100970160006;   ;BICICLETA BALANCE 12 RAIADA AZUL 2 ;206010180015;0001  ;PINTURA GARFO DIANT ARO 12 BALANCE RAIA  PRETO 
100970160006;   ;BICICLETA BALANCE 12 RAIADA AZUL 2 ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
100970160006;   ;BICICLETA BALANCE 12 RAIADA AZUL 2 ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100970160006;   ;BICICLETA BALANCE 12 RAIADA AZUL 2 ;504010130007;   ;TINTA EM PO PRETA 
100970160006;   ;BICICLETA BALANCE 12 RAIADA AZUL 2 ;504010130027;   ;TINTA EM PO AZUL BRILHANTE FLEX 
100970160006;   ;BICICLETA BALANCE 12 RAIADA AZUL 2 ;504010130061;   ;TINTA EM PO PRETO FOSCO 
100970160006;   ;BICICLETA BALANCE 12 RAIADA AZUL 2 ;504010130074;   ;TINTA EM PO PRETO W-ECO  
100970160007;   ;BICICLETA BALANCE 12 RAIADA ROSA 2 ;206010180011;0001  ;PINTURA DO ARO 12 PRETO 
100970160007;   ;BICICLETA BALANCE 12 RAIADA ROSA 2 ;206010180012;0040  ;PINTURA GUIDAO ARO 12 BALANCE RAIADA PR ETO FOSCO 
100970160007;   ;BICICLETA BALANCE 12 RAIADA ROSA 2 ;206010180014;0010  ;PINTURA QUADRO ARO 12 BALANCE RAIADA R OSA PINK 
100970160007;   ;BICICLETA BALANCE 12 RAIADA ROSA 2 ;206010180015;0001  ;PINTURA GARFO DIANT ARO 12 BALANCE RAIA  PRETO 
100970160007;   ;BICICLETA BALANCE 12 RAIADA ROSA 2 ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
100970160007;   ;BICICLETA BALANCE 12 RAIADA ROSA 2 ;207010180013;0001  ;PINTURA CANOTE DO SELIM PRETO 
100970160007;   ;BICICLETA BALANCE 12 RAIADA ROSA 2 ;504010130007;   ;TINTA EM PO PRETA 
100970160007;   ;BICICLETA BALANCE 12 RAIADA ROSA 2 ;504010130061;   ;TINTA EM PO PRETO FOSCO 
100970160007;   ;BICICLETA BALANCE 12 RAIADA ROSA 2 ;504010130067;   ;TINTA EM PO ROSA CHICLETE 
100970160007;   ;BICICLETA BALANCE 12 RAIADA ROSA 2 ;504010130074;   ;TINTA EM PO PRETO W-ECO  
101080160001;0001  ;SUPORTE DE PAREDE ARO 26/29 PRETO ;204650180000;0001  ;PINTURA TUBO CENTRAL SUPORTE DE PARED E PRETO 
101080160001;0001  ;SUPORTE DE PAREDE ARO 26/29 PRETO ;504010130007;   ;TINTA EM PO PRETA 
101100160000;   ;KIT PEDIVELA ARO 12 ;304510180003;0002  ;PINTURA PEDIVELA BRANCO 
101100160000;   ;KIT PEDIVELA ARO 12 ;504010130001;   ;TINTA EM PO BRANCA 
101100160009;0001  ;RODA ARO 12 - CUBO INJETADO PT/PT ;206010180011;0001  ;PINTURA DO ARO 12 PRETO 
101100160009;0001  ;RODA ARO 12 - CUBO INJETADO PT/PT ;504010130007;   ;TINTA EM PO PRETA 
101100160011;0001  ;SUPORTE FIXACAO BALANCE BIKE PRETO ;504010130007;   ;TINTA EM PO PRETA 
101110160003;0001  ;KITAO ARO 16 PRETO FOSCO ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
101110160003;0001  ;KITAO ARO 16 PRETO FOSCO ;504010130007;   ;TINTA EM PO PRETA 
101110160003;0002  ;KITAO ARO 16 DOCTOR GIRL ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
101110160003;0002  ;KITAO ARO 16 DOCTOR GIRL ;504010130007;   ;TINTA EM PO PRETA 
101110160003;0003  ;KITAO ARO 16 JACK PIRABIKE ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
101110160003;0003  ;KITAO ARO 16 JACK PIRABIKE ;504010130007;   ;TINTA EM PO PRETA 
101110160003;0004  ;KITAO ARO 16 VERMELHO ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
101110160003;0004  ;KITAO ARO 16 VERMELHO ;504010130007;   ;TINTA EM PO PRETA 
101110160003;0008  ;KITAO ARO 16 APOLLO ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
101110160003;0008  ;KITAO ARO 16 APOLLO ;504010130007;   ;TINTA EM PO PRETA 
101110160003;0011  ;KITAO ARO 16 TOP GIRLS ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
101110160003;0011  ;KITAO ARO 16 TOP GIRLS ;504010130007;   ;TINTA EM PO PRETA 
101110160003;0012  ;KITAO ARO 16 TECH BOYS ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
101110160003;0012  ;KITAO ARO 16 TECH BOYS ;504010130007;   ;TINTA EM PO PRETA 
101110160003;0017  ;KITAO ARO 16 ANTONELLA ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
101110160003;0017  ;KITAO ARO 16 ANTONELLA ;504010130007;   ;TINTA EM PO PRETA 
101110160003;0018  ;KITAO ARO 16 EXTREME ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
101110160003;0018  ;KITAO ARO 16 EXTREME ;504010130007;   ;TINTA EM PO PRETA 
101110160003;0037  ;KITAO ARO 16 CAPITAO AMERICA ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
101110160003;0037  ;KITAO ARO 16 CAPITAO AMERICA ;504010130007;   ;TINTA EM PO PRETA 
101110160003;0053  ;KITAO ARO 16 ROBOT ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
101110160003;0053  ;KITAO ARO 16 ROBOT ;504010130007;   ;TINTA EM PO PRETA 
101110160008;0001  ;KIT MESA 14/16 ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
101110160008;0001  ;KIT MESA 14/16 ;504010130007;   ;TINTA EM PO PRETA 
101110160012;0001  ;KIT ABRACADEIRA SELIM ARO 16/20/BALAN CE PRETO ;207010180007;0001  ;PINTURA ABRACADEIRA SELIM 16/BALANCE 
101110160012;0001  ;KIT ABRACADEIRA SELIM ARO 16/20/BALAN CE PRETO ;504010130007;   ;TINTA EM PO PRETA 
101120160003;0001  ;KITAO ARO 14 FIRST PRO MASCULINA ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
101120160003;0001  ;KITAO ARO 14 FIRST PRO MASCULINA ;504010130007;   ;TINTA EM PO PRETA 
101120160003;0002  ;KITAO ARO 14 FIRST PRO FEMININA ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
101120160003;0002  ;KITAO ARO 14 FIRST PRO FEMININA ;504010130007;   ;TINTA EM PO PRETA 
101120160003;0003  ;KITAO ARO 14 FIRST PRO FEMININA 03 ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
101120160003;0003  ;KITAO ARO 14 FIRST PRO FEMININA 03 ;504010130007;   ;TINTA EM PO PRETA 
101120160003;0004  ;KITAO ARO 14 UNICORN ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
101120160003;0004  ;KITAO ARO 14 UNICORN ;504010130007;   ;TINTA EM PO PRETA 
101120160003;0005  ;KITAO ARO 14 DINO ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
101120160003;0005  ;KITAO ARO 14 DINO ;504010130007;   ;TINTA EM PO PRETA 
101120160003;0006  ;KITAO ARO 14 MINI MONSTER ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
101120160003;0006  ;KITAO ARO 14 MINI MONSTER ;504010130007;   ;TINTA EM PO PRETA 
101120160003;0010  ;KITAO ARO 14 EXPORTACAO FEMININA ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
101120160003;0010  ;KITAO ARO 14 EXPORTACAO FEMININA ;504010130007;   ;TINTA EM PO PRETA 
101120160003;0018  ;KITAO ARO 14 EXPORTACAO MASCULINA ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
101120160003;0018  ;KITAO ARO 14 EXPORTACAO MASCULINA ;504010130007;   ;TINTA EM PO PRETA 
101120160003;0029  ;KITAO ARO 14 ZIG BIM ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
101120160003;0029  ;KITAO ARO 14 ZIG BIM ;504010130007;   ;TINTA EM PO PRETA 
101120160003;0035  ;KITAO ARO 14 ROBOT ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
101120160003;0035  ;KITAO ARO 14 ROBOT ;504010130007;   ;TINTA EM PO PRETA 
101150160000;0003  ;KITAO ARO 20 MISTIGIRL ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
101150160000;0003  ;KITAO ARO 20 MISTIGIRL ;504010130007;   ;TINTA EM PO PRETA 
101150160000;0055  ;KITAO ARO 20 ANTONELLA ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
101150160000;0055  ;KITAO ARO 20 ANTONELLA ;504010130007;   ;TINTA EM PO PRETA 
101150160001;0001  ;ARO DIANTEIRO 20 MONTADO PRETO ;207100180012;0001  ;PINTURA DO ARO 20 PRETO 
101150160001;0001  ;ARO DIANTEIRO 20 MONTADO PRETO ;504010130007;   ;TINTA EM PO PRETA 
101150160002;0001  ;ARO TRASEIRO ARO 20 MONTADO PRETO ;207100180012;0001  ;PINTURA DO ARO 20 PRETO 
101150160002;0001  ;ARO TRASEIRO ARO 20 MONTADO PRETO ;504010130007;   ;TINTA EM PO PRETA 
101150160002;0002  ;ARO TRASEIRO ARO 20 MONTADO C/ MARC HA PRETO ;207100180012;0001  ;PINTURA DO ARO 20 PRETO 
101150160002;0002  ;ARO TRASEIRO ARO 20 MONTADO C/ MARC HA PRETO ;504010130007;   ;TINTA EM PO PRETA 
101150160010;0001  ;KIT MESA ARO 20 INJETADA PRETO ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
101150160010;0001  ;KIT MESA ARO 20 INJETADA PRETO ;504010130007;   ;TINTA EM PO PRETA 
101200160003;   ;BICICLETA ARO 20 APOLLO PRETO/LARANJ ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
101200160003;   ;BICICLETA ARO 20 APOLLO PRETO/LARANJ ;207100180001;0018  ;PINTURA GARFO DIANTEIRO ARO 20 LARANJA 
101200160003;   ;BICICLETA ARO 20 APOLLO PRETO/LARANJ ;207100180002;0018  ;PINTURA GUIDAO ARO 20 LARANJA 
101200160003;   ;BICICLETA ARO 20 APOLLO PRETO/LARANJ ;207100180021;0040  ;PINTURA QUADRO ARO 20 C/ ABRAC PRETO F OSCO 
101200160003;   ;BICICLETA ARO 20 APOLLO PRETO/LARANJ ;504010130007;   ;TINTA EM PO PRETA 
101200160003;   ;BICICLETA ARO 20 APOLLO PRETO/LARANJ ;504010130019;   ;TINTA EM PO LARANJA FOSCO 
101200160003;   ;BICICLETA ARO 20 APOLLO PRETO/LARANJ ;504010130061;   ;TINTA EM PO PRETO FOSCO 
101200160004;   ;BICICLETA ARO 20 BELLA 02 ROSA/ROSA ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
101200160004;   ;BICICLETA ARO 20 BELLA 02 ROSA/ROSA ;207100180001;0007  ;PINTURA GARFO DIANTEIRO ARO 20 ROSA CLA RO 
101200160004;   ;BICICLETA ARO 20 BELLA 02 ROSA/ROSA ;207100180002;0002  ;PINTURA GUIDAO ARO 20 BRANCO 
101200160004;   ;BICICLETA ARO 20 BELLA 02 ROSA/ROSA ;207100180021;0007  ;PINTURA QUADRO ARO 20 C/ ABRAC ROSA CL ARO 
101200160004;   ;BICICLETA ARO 20 BELLA 02 ROSA/ROSA ;504010130001;   ;TINTA EM PO BRANCA 
101200160004;   ;BICICLETA ARO 20 BELLA 02 ROSA/ROSA ;504010130007;   ;TINTA EM PO PRETA 
101200160004;   ;BICICLETA ARO 20 BELLA 02 ROSA/ROSA ;504010130015;   ;TINTA EM PO ROSA CLARO 
101200160005;   ;BICICLETA ARO 20 ANTONELLA TEEN VERD E ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
101200160005;   ;BICICLETA ARO 20 ANTONELLA TEEN VERD E ;207100180001;0043  ;PINTURA GARFO DIANTEIRO ARO 20 VERDE AC QUA 
101200160005;   ;BICICLETA ARO 20 ANTONELLA TEEN VERD E ;207100180002;0043  ;PINTURA GUIDAO ARO 20 VERDE AQUA 
101200160005;   ;BICICLETA ARO 20 ANTONELLA TEEN VERD E ;207100180006;0002  ;PINTURA PARALAMAS DIAN/TRAS ARO 20 BRA NCO 
101200160005;   ;BICICLETA ARO 20 ANTONELLA TEEN VERD E ;207100180022;0008  ;PINTURA QUADRO ARO 20 FEM P/PARAL ABRA C VERDE ANTONELLA 
101200160005;   ;BICICLETA ARO 20 ANTONELLA TEEN VERD E ;504010130001;   ;TINTA EM PO BRANCA 
101200160005;   ;BICICLETA ARO 20 ANTONELLA TEEN VERD E ;504010130007;   ;TINTA EM PO PRETA 
101200160005;   ;BICICLETA ARO 20 ANTONELLA TEEN VERD E ;504010130039;   ;TINTA POLIEST VERDE AQUA METALICO ARO 2 6 
101200160010;   ;BICICLETA ARO 20 ANTONELLA TEEN ROSA ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
101200160010;   ;BICICLETA ARO 20 ANTONELLA TEEN ROSA ;207100180002;0028  ;PINTURA GUIDAO ARO 20 ROSA (26) 
101200160010;   ;BICICLETA ARO 20 ANTONELLA TEEN ROSA ;207100180004;0028  ;PINTURA GARFO DIANT ARO 20 P/ PARALAMA  ROSA 
101200160010;   ;BICICLETA ARO 20 ANTONELLA TEEN ROSA ;207100180006;0009  ;PINTURA PARALAMAS DIAN/TRAS ARO 20 CINZ A 
101200160010;   ;BICICLETA ARO 20 ANTONELLA TEEN ROSA ;207100180022;0028  ;PINTURA QUADRO ARO 20 FEM P/PARAL ABRA C ROSA (26) 
101200160010;   ;BICICLETA ARO 20 ANTONELLA TEEN ROSA ;504010130007;   ;TINTA EM PO PRETA 
101200160010;   ;BICICLETA ARO 20 ANTONELLA TEEN ROSA ;504010130037;   ;TINTA POLIESTER ROSA METALICO ARO 26 
101200160010;   ;BICICLETA ARO 20 ANTONELLA TEEN ROSA ;504010130071;   ;TINTA EM PO CINZA 
101200160011;   ;BICICLETA ARO 20 LOVELY ;207010180005;0001  ;PINTURA TAMPA DA MESA PRETO 
101200160011;   ;BICICLETA ARO 20 LOVELY ;207100180001;0013  ;PINTURA GARFO DIANTEIRO ARO 20 ROSA ES CURO 
101200160011;   ;BICICLETA ARO 20 LOVELY ;207100180002;0013  ;PINTURA GUIDAO ARO 20 ROSA ESCURO 
