CODIGO_PRODUTO;Complemento;DESCRICAO_PRODUTO;CODIGO_COMPONENTE;Complemento_Componente;Componente;LINHA;DESCRICAO_COMPONENTE;DESC_COR;CODIGO_COR;DESCRICAO_COR;Linha;Peças p/ gancheira;Espaçamento;PINOS ;Estoque Gancheiras;Altura;Largura;Peso (kg)
100900160020.0;   ;BICICLETA BALANCE BIKE LOVE 2 ;206010180005.0;0017  ;Quadro Balance;Balance;PINTURA QUADRO ARO 12 BALANCE ROSA (AR O 26) ;rosa metalico aro 26;504010130037.0;TINTA POLIESTER ROSA METALICO ARO 26;Balance;12.0;1,20;3.0;96.0;1,75;35c;2,600
100900160020.0;   ;BICICLETA BALANCE BIKE LOVE 2 ;207010180007.0;0001  ;Abraçadeira 16;Balance;PINTURA ABRACADEIRA SELIM 16/BALANCE ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;130.0;0,80;1.0;30.0;1,75;62c;8,000
100900160020.0;   ;BICICLETA BALANCE BIKE LOVE 2 ;207010180013.0;0001  ;;Balance;PINTURA CANOTE DO SELIM PRETO ;preta;504010130007.0;TINTA EM PO PRETA;;;;;;;;
100900160020.0;   ;BICICLETA BALANCE BIKE LOVE 2 ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
100900160020.0;   ;BICICLETA BALANCE BIKE LOVE 2 ;504010130037.0;   ;;;TINTA POLIESTER ROSA METALICO ARO 26 ;;;;;;;;;;;
100900160020.0;   ;BICICLETA BALANCE BIKE LOVE 2 ;504010130074.0;   ;;;TINTA EM PO PRETO W-ECO  ;;;;;;;;;;;
100910160009.0;   ;BICICLETA BTWIN BALANCE LARANJA/PRET O ;206010180017.0;0001  ;Guidão Balance;Balance;PINTURA GUIDAO ARO 12 BALANCE DEC PRET O GRAFITE ;tgic free preto grafite;504010130092.0;TINTA HIBRID TGIC FREE PRETO GRAFITE;Balance;26.0;0,80;1.0;116.0;1,94;23c;2,480
100910160009.0;   ;BICICLETA BTWIN BALANCE LARANJA/PRET O ;206010180018.0;0018  ;Quadro Balance;Balance;PINTURA QUADRO ARO 12 BALANCE DEC LARA NJA ;laranja fosco;504010130019.0;TINTA EM PO LARANJA FOSCO;Balance;12.0;1,20;3.0;96.0;1,75;35c;2,600
100910160009.0;   ;BICICLETA BTWIN BALANCE LARANJA/PRET O ;206010180019.0;0001  ;Garfo Balance;Balance;PINTURA GARFO DIANTEIRO ARO 12 DEC PRET O ;preta;504010130007.0;TINTA EM PO PRETA;Balance;24.0;0,80;1.0;114.0;1,75;73c;5,240
100910160009.0;   ;BICICLETA BTWIN BALANCE LARANJA/PRET O ;207010180007.0;0001  ;Abraçadeira 16;Balance;PINTURA ABRACADEIRA SELIM 16/BALANCE ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;130.0;0,80;1.0;30.0;1,75;62c;8,000
100910160009.0;   ;BICICLETA BTWIN BALANCE LARANJA/PRET O ;207010180013.0;0001  ;;Balance;PINTURA CANOTE DO SELIM PRETO ;preta;504010130007.0;TINTA EM PO PRETA;;;;;;;;
100910160009.0;   ;BICICLETA BTWIN BALANCE LARANJA/PRET O ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
100910160009.0;   ;BICICLETA BTWIN BALANCE LARANJA/PRET O ;504010130074.0;   ;;;TINTA EM PO PRETO W-ECO  ;;;;;;;;;;;
100910160009.0;   ;BICICLETA BTWIN BALANCE LARANJA/PRET O ;504010130091.0;   ;;;TINTA HIBRID TGIC FREE LARANJA ;;;;;;;;;;;
100910160009.0;   ;BICICLETA BTWIN BALANCE LARANJA/PRET O ;504010130092.0;   ;;;TINTA HIBRID TGIC FREE PRETO GRAFITE ;;;;;;;;;;;
100910160014.0;   ;BICICLETA BTWIN 100 PT/VERD 2022 ;206010180017.0;0001  ;Guidão Balance;Balance;PINTURA GUIDAO ARO 12 BALANCE DEC PRET O GRAFITE ;tgic free preto grafite;504010130092.0;TINTA HIBRID TGIC FREE PRETO GRAFITE;Balance;26.0;0,80;1.0;116.0;1,94;23c;2,480
100910160014.0;   ;BICICLETA BTWIN 100 PT/VERD 2022 ;206010180018.0;0001  ;Quadro Balance;Balance;PINTURA QUADRO ARO 12 BALANCE DEC PRET O GRAFITE ;tgic free preto grafite;504010130092.0;TINTA HIBRID TGIC FREE PRETO GRAFITE;Balance;12.0;1,20;3.0;96.0;1,75;35c;2,600
100910160014.0;   ;BICICLETA BTWIN 100 PT/VERD 2022 ;206010180019.0;0001  ;Garfo Balance;Balance;PINTURA GARFO DIANTEIRO ARO 12 DEC PRET O ;preta;504010130007.0;TINTA EM PO PRETA;Balance;24.0;0,80;1.0;114.0;1,75;73c;5,240
100910160014.0;   ;BICICLETA BTWIN 100 PT/VERD 2022 ;207010180007.0;0001  ;Abraçadeira 16;Balance;PINTURA ABRACADEIRA SELIM 16/BALANCE ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;130.0;0,80;1.0;30.0;1,75;62c;8,000
100910160014.0;   ;BICICLETA BTWIN 100 PT/VERD 2022 ;207010180013.0;0001  ;;Balance;PINTURA CANOTE DO SELIM PRETO ;preta;504010130007.0;TINTA EM PO PRETA;;;;;;;;
100910160014.0;   ;BICICLETA BTWIN 100 PT/VERD 2022 ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
100910160014.0;   ;BICICLETA BTWIN 100 PT/VERD 2022 ;504010130074.0;   ;;;TINTA EM PO PRETO W-ECO  ;;;;;;;;;;;
100910160014.0;   ;BICICLETA BTWIN 100 PT/VERD 2022 ;504010130092.0;   ;;;TINTA HIBRID TGIC FREE PRETO GRAFITE ;;;;;;;;;;;
100910160016.0;   ;BICICLETA BTWIN 500 AZUL CLARO /PT 2022 ;206010180017.0;0001  ;Guidão Balance;Balance;PINTURA GUIDAO ARO 12 BALANCE DEC PRET O GRAFITE ;tgic free preto grafite;504010130092.0;TINTA HIBRID TGIC FREE PRETO GRAFITE;Balance;26.0;0,80;1.0;116.0;1,94;23c;2,480
100910160016.0;   ;BICICLETA BTWIN 500 AZUL CLARO /PT 2022 ;206010180018.0;0015  ;Quadro Balance;Balance;PINTURA QUADRO ARO 12 BALANCE DEC AZUL BEBE ;tgic free azul bebe;504010130087.0;TINTA HIBRID TGIC FREE AZUL BEBE;Balance;12.0;1,20;3.0;96.0;1,75;35c;2,600
100910160016.0;   ;BICICLETA BTWIN 500 AZUL CLARO /PT 2022 ;206010180019.0;0015  ;Garfo Balance;Balance;PINTURA GARFO DIANTEIRO ARO 12 DEC AZUL BEBE ;tgic free azul bebe;504010130087.0;TINTA HIBRID TGIC FREE AZUL BEBE;Balance;24.0;0,80;1.0;114.0;1,75;73c;5,240
100910160016.0;   ;BICICLETA BTWIN 500 AZUL CLARO /PT 2022 ;207010180007.0;0001  ;Abraçadeira 16;Balance;PINTURA ABRACADEIRA SELIM 16/BALANCE ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;130.0;0,80;1.0;30.0;1,75;62c;8,000
100910160016.0;   ;BICICLETA BTWIN 500 AZUL CLARO /PT 2022 ;207010180013.0;0001  ;;Balance;PINTURA CANOTE DO SELIM PRETO ;preta;504010130007.0;TINTA EM PO PRETA;;;;;;;;
100910160016.0;   ;BICICLETA BTWIN 500 AZUL CLARO /PT 2022 ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
100910160016.0;   ;BICICLETA BTWIN 500 AZUL CLARO /PT 2022 ;504010130074.0;   ;;;TINTA EM PO PRETO W-ECO  ;;;;;;;;;;;
100910160016.0;   ;BICICLETA BTWIN 500 AZUL CLARO /PT 2022 ;504010130087.0;   ;;;TINTA HIBRID TGIC FREE AZUL BEBE ;;;;;;;;;;;
100910160016.0;   ;BICICLETA BTWIN 500 AZUL CLARO /PT 2022 ;504010130092.0;   ;;;TINTA HIBRID TGIC FREE PRETO GRAFITE ;;;;;;;;;;;
100910160017.0;   ;BICICLETA BTWIN 500 ROSA /MARROM 2022 ;206010180017.0;0028  ;Guidão Balance;Balance;PINTURA GUIDAO ARO 12 BALANCE DEC ROSA  PEROL ;tgic free rosa perolizado;504010130097.0;TINTA HIBRID TGIC FREE ROSA PEROLIZADO;Balance;26.0;0,80;1.0;116.0;1,94;23c;2,480
100910160017.0;   ;BICICLETA BTWIN 500 ROSA /MARROM 2022 ;206010180018.0;0028  ;Quadro Balance;Balance;PINTURA QUADRO ARO 12 BALANCE DEC ROS A PEROL ;tgic free rosa perolizado;504010130097.0;TINTA HIBRID TGIC FREE ROSA PEROLIZADO;Balance;12.0;1,20;3.0;96.0;1,75;35c;2,600
100910160017.0;   ;BICICLETA BTWIN 500 ROSA /MARROM 2022 ;206010180019.0;0028  ;Garfo Balance;Balance;PINTURA GARFO DIANTEIRO ARO 12 DEC ROS A PEROL ;tgic free rosa perolizado;504010130097.0;TINTA HIBRID TGIC FREE ROSA PEROLIZADO;Balance;24.0;0,80;1.0;114.0;1,75;73c;5,240
100910160017.0;   ;BICICLETA BTWIN 500 ROSA /MARROM 2022 ;207010180007.0;0001  ;Abraçadeira 16;Balance;PINTURA ABRACADEIRA SELIM 16/BALANCE ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;130.0;0,80;1.0;30.0;1,75;62c;8,000
100910160017.0;   ;BICICLETA BTWIN 500 ROSA /MARROM 2022 ;207010180013.0;0001  ;;Balance;PINTURA CANOTE DO SELIM PRETO ;preta;504010130007.0;TINTA EM PO PRETA;;;;;;;;
100910160017.0;   ;BICICLETA BTWIN 500 ROSA /MARROM 2022 ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
100910160017.0;   ;BICICLETA BTWIN 500 ROSA /MARROM 2022 ;504010130074.0;   ;;;TINTA EM PO PRETO W-ECO  ;;;;;;;;;;;
100910160017.0;   ;BICICLETA BTWIN 500 ROSA /MARROM 2022 ;504010130097.0;   ;;;TINTA HIBRID TGIC FREE ROSA PEROLIZADO ;;;;;;;;;;;
100910160018.0;   ;BICICLETA RUN RIDE 900 AMARELO/PRETO ;206010180016.0;0003  ;Quadro Balance;Balance;PINTURA QUADRO BALANCE RAIADA C/FREIO  AMARELO ;amarelo dourado;504010130069.0;TINTA EM PO AMARELO DOURADO;Balance;12.0;1,20;3.0;96.0;1,75;35c;2,600
100910160018.0;   ;BICICLETA RUN RIDE 900 AMARELO/PRETO ;206010180020.0;0001  ;Guidão Balance;Balance;PINTURA GUIDAO ARO 12 BALANCE RAIADA DE C PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Balance;26.0;0,80;1.0;116.0;1,94;23c;2,480
100910160018.0;   ;BICICLETA RUN RIDE 900 AMARELO/PRETO ;206010180021.0;0003  ;Garfo Balance;Balance;PINTURA GARFO DIANT ARO 12 BALANCE RAIA  DEC AMARELO DOURADO ;amarelo dourado;504010130069.0;TINTA EM PO AMARELO DOURADO;Balance;24.0;0,80;1.0;114.0;1,75;73c;5,240
100910160018.0;   ;BICICLETA RUN RIDE 900 AMARELO/PRETO ;206010180022.0;0001  ;;Balance;PINTURA DO ARO 12 DEC PRETO ;preta;504010130007.0;TINTA EM PO PRETA;;;;;;;;
100910160018.0;   ;BICICLETA RUN RIDE 900 AMARELO/PRETO ;207010180005.0;0001  ;;Balance;PINTURA TAMPA DA MESA PRETO ;preta;504010130007.0;TINTA EM PO PRETA;;;;;;;;
100910160018.0;   ;BICICLETA RUN RIDE 900 AMARELO/PRETO ;207010180013.0;0001  ;;Balance;PINTURA CANOTE DO SELIM PRETO ;preta;504010130007.0;TINTA EM PO PRETA;;;;;;;;
100910160018.0;   ;BICICLETA RUN RIDE 900 AMARELO/PRETO ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
100910160018.0;   ;BICICLETA RUN RIDE 900 AMARELO/PRETO ;504010130074.0;   ;;;TINTA EM PO PRETO W-ECO  ;;;;;;;;;;;
100910160018.0;   ;BICICLETA RUN RIDE 900 AMARELO/PRETO ;504010130088.0;   ;;;TINTA HIBRID TGIC FREE AMARELO DOURADO ;;;;;;;;;;;
100910160018.0;   ;BICICLETA RUN RIDE 900 AMARELO/PRETO ;504010130092.0;   ;;;TINTA HIBRID TGIC FREE PRETO GRAFITE ;;;;;;;;;;;
100910160020.0;   ;BICICLETA RUN RIDE 900 ROSA ;206010180016.0;0013  ;Quadro Balance;Balance;PINTURA QUADRO BALANCE RAIADA C/FREIO  ROSA ESCURO ;rosa escuro;504010130002.0;TINTA EM PO ROSA ESCURO;Balance;12.0;1,20;3.0;96.0;1,75;35c;2,600
100910160020.0;   ;BICICLETA RUN RIDE 900 ROSA ;206010180020.0;0013  ;Guidão Balance;Balance;PINTURA GUIDAO ARO 12 BALANCE RAIADA DE C ROSA ESCURO ;rosa escuro;504010130002.0;TINTA EM PO ROSA ESCURO;Balance;26.0;0,80;1.0;116.0;1,94;23c;2,480
100910160020.0;   ;BICICLETA RUN RIDE 900 ROSA ;206010180021.0;0013  ;Garfo Balance;Balance;PINTURA GARFO DIANT ARO 12 BALANCE RAIA  DEC ROSA ESCURO ;rosa escuro;504010130002.0;TINTA EM PO ROSA ESCURO;Balance;24.0;0,80;1.0;114.0;1,75;73c;5,240
100910160020.0;   ;BICICLETA RUN RIDE 900 ROSA ;206010180022.0;0001  ;;Balance;PINTURA DO ARO 12 DEC PRETO ;preta;504010130007.0;TINTA EM PO PRETA;;;;;;;;
100910160020.0;   ;BICICLETA RUN RIDE 900 ROSA ;207010180005.0;0001  ;;Balance;PINTURA TAMPA DA MESA PRETO ;preta;504010130007.0;TINTA EM PO PRETA;;;;;;;;
100910160020.0;   ;BICICLETA RUN RIDE 900 ROSA ;207010180013.0;0001  ;;Balance;PINTURA CANOTE DO SELIM PRETO ;preta;504010130007.0;TINTA EM PO PRETA;;;;;;;;
100910160020.0;   ;BICICLETA RUN RIDE 900 ROSA ;504010130002.0;   ;;;TINTA EM PO ROSA ESCURO ;;;;;;;;;;;
100910160020.0;   ;BICICLETA RUN RIDE 900 ROSA ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
100910160020.0;   ;BICICLETA RUN RIDE 900 ROSA ;504010130074.0;   ;;;TINTA EM PO PRETO W-ECO  ;;;;;;;;;;;
100910160020.0;   ;BICICLETA RUN RIDE 900 ROSA ;504010130084.0;   ;;;TINTA HIBRID TGIC FREE ROSA ESCURO ;;;;;;;;;;;
100910160020.0;   ;BICICLETA RUN RIDE 900 ROSA ;504010130092.0;   ;;;TINTA HIBRID TGIC FREE PRETO GRAFITE ;;;;;;;;;;;
100910160024.0;   ;BICICLETA RUN RIDE 100 ROSA ;206010180017.0;0007  ;Guidão Balance;Balance;PINTURA GUIDAO ARO 12 BALANCE DEC ROSA  BEBE ;tgic free rosa bebe;504010130090.0;TINTA HIBRID TGIC FREE ROSA BEBE;Balance;26.0;0,80;1.0;116.0;1,94;23c;2,480
100910160024.0;   ;BICICLETA RUN RIDE 100 ROSA ;206010180018.0;0007  ;Quadro Balance;Balance;PINTURA QUADRO ARO 12 BALANCE DEC ROS A BEBE ;tgic free rosa bebe;504010130090.0;TINTA HIBRID TGIC FREE ROSA BEBE;Balance;12.0;1,20;3.0;96.0;1,75;35c;2,600
100910160024.0;   ;BICICLETA RUN RIDE 100 ROSA ;206010180019.0;0007  ;Garfo Balance;Balance;PINTURA GARFO DIANTEIRO ARO 12 DEC ROS A BEBE ;tgic free rosa bebe;504010130090.0;TINTA HIBRID TGIC FREE ROSA BEBE;Balance;24.0;0,80;1.0;114.0;1,75;73c;5,240
100910160024.0;   ;BICICLETA RUN RIDE 100 ROSA ;207010180007.0;0001  ;Abraçadeira 16;Balance;PINTURA ABRACADEIRA SELIM 16/BALANCE ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;130.0;0,80;1.0;30.0;1,75;62c;8,000
100910160024.0;   ;BICICLETA RUN RIDE 100 ROSA ;207010180013.0;0001  ;;Balance;PINTURA CANOTE DO SELIM PRETO ;preta;504010130007.0;TINTA EM PO PRETA;;;;;;;;
100910160024.0;   ;BICICLETA RUN RIDE 100 ROSA ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
100910160024.0;   ;BICICLETA RUN RIDE 100 ROSA ;504010130074.0;   ;;;TINTA EM PO PRETO W-ECO  ;;;;;;;;;;;
100910160024.0;   ;BICICLETA RUN RIDE 100 ROSA ;504010130090.0;   ;;;TINTA HIBRID TGIC FREE ROSA BEBE ;;;;;;;;;;;
100930160005.0;   ;BICICLETA BALANCE CECIZINHA 03 ;206010180001.0;0006  ;Garfo Balance;Balance;PINTURA GARFO DIANTEIRO ARO 12 LILAS ;lilas - bandeirantes;504010130025.0;TINTA EM PO LILAS - BANDEIRANTES;Balance;24.0;0,80;1.0;114.0;1,75;73c;5,240
100930160005.0;   ;BICICLETA BALANCE CECIZINHA 03 ;206010180004.0;0006  ;Guidão Balance;Balance;PINTURA GUIDAO ARO 12 BALANCE BIKE LILAS ;lilas - bandeirantes;504010130025.0;TINTA EM PO LILAS - BANDEIRANTES;Balance;26.0;0,80;1.0;116.0;1,94;23c;2,480
100930160005.0;   ;BICICLETA BALANCE CECIZINHA 03 ;206010180005.0;0006  ;Quadro Balance;Balance;PINTURA QUADRO ARO 12 BALANCE LILAS ;lilas - bandeirantes;504010130025.0;TINTA EM PO LILAS - BANDEIRANTES;Balance;12.0;1,20;3.0;96.0;1,75;35c;2,600
100930160005.0;   ;BICICLETA BALANCE CECIZINHA 03 ;207010180007.0;0001  ;Abraçadeira 16;Balance;PINTURA ABRACADEIRA SELIM 16/BALANCE ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;130.0;0,80;1.0;30.0;1,75;62c;8,000
100930160005.0;   ;BICICLETA BALANCE CECIZINHA 03 ;207010180013.0;0001  ;;Balance;PINTURA CANOTE DO SELIM PRETO ;preta;504010130007.0;TINTA EM PO PRETA;;;;;;;;
100930160005.0;   ;BICICLETA BALANCE CECIZINHA 03 ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
100930160005.0;   ;BICICLETA BALANCE CECIZINHA 03 ;504010130025.0;   ;;;TINTA EM PO LILAS - BANDEIRANTES ;;;;;;;;;;;
100930160005.0;   ;BICICLETA BALANCE CECIZINHA 03 ;504010130074.0;   ;;;TINTA EM PO PRETO W-ECO  ;;;;;;;;;;;
100930160006.0;   ;BICICLETA BALANCE POWER REX 02 ;206010180001.0;0001  ;Garfo Balance;Balance;PINTURA GARFO DIANTEIRO ARO 12 PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Balance;24.0;0,80;1.0;114.0;1,75;73c;5,240
100930160006.0;   ;BICICLETA BALANCE POWER REX 02 ;206010180004.0;0001  ;Guidão Balance;Balance;PINTURA GUIDAO ARO 12 BALANCE PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Balance;26.0;0,80;1.0;116.0;1,94;23c;2,480
100930160006.0;   ;BICICLETA BALANCE POWER REX 02 ;206010180005.0;0001  ;Quadro Balance;Balance;PINTURA QUADRO ARO 12 BALANCE PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Balance;12.0;1,20;3.0;96.0;1,75;35c;2,600
100930160006.0;   ;BICICLETA BALANCE POWER REX 02 ;207010180007.0;0001  ;Abraçadeira 16;Balance;PINTURA ABRACADEIRA SELIM 16/BALANCE ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;130.0;0,80;1.0;30.0;1,75;62c;8,000
100930160006.0;   ;BICICLETA BALANCE POWER REX 02 ;207010180013.0;0001  ;;Balance;PINTURA CANOTE DO SELIM PRETO ;preta;504010130007.0;TINTA EM PO PRETA;;;;;;;;
100930160006.0;   ;BICICLETA BALANCE POWER REX 02 ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
100930160006.0;   ;BICICLETA BALANCE POWER REX 02 ;504010130074.0;   ;;;TINTA EM PO PRETO W-ECO  ;;;;;;;;;;;
100930160007.0;   ;BICICLETA BALANCE CALOI VERMELHA 02 ;206010180001.0;0004  ;Garfo Balance;Balance;PINTURA GARFO DIANTEIRO ARO 12 VERMELH O  ;vermelho;504010130010.0;TINTA EM PO VERMELHO;Balance;24.0;0,80;1.0;114.0;1,75;73c;5,240
100930160007.0;   ;BICICLETA BALANCE CALOI VERMELHA 02 ;206010180004.0;0001  ;Guidão Balance;Balance;PINTURA GUIDAO ARO 12 BALANCE PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Balance;26.0;0,80;1.0;116.0;1,94;23c;2,480
100930160007.0;   ;BICICLETA BALANCE CALOI VERMELHA 02 ;206010180005.0;0004  ;Quadro Balance;Balance;PINTURA QUADRO ARO 12 BALANCE VERMELH O ;vermelho;504010130010.0;TINTA EM PO VERMELHO;Balance;12.0;1,20;3.0;96.0;1,75;35c;2,600
100930160007.0;   ;BICICLETA BALANCE CALOI VERMELHA 02 ;207010180007.0;0001  ;Abraçadeira 16;Balance;PINTURA ABRACADEIRA SELIM 16/BALANCE ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;130.0;0,80;1.0;30.0;1,75;62c;8,000
100930160007.0;   ;BICICLETA BALANCE CALOI VERMELHA 02 ;207010180013.0;0001  ;;Balance;PINTURA CANOTE DO SELIM PRETO ;preta;504010130007.0;TINTA EM PO PRETA;;;;;;;;
100930160007.0;   ;BICICLETA BALANCE CALOI VERMELHA 02 ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
100930160007.0;   ;BICICLETA BALANCE CALOI VERMELHA 02 ;504010130010.0;   ;;;TINTA EM PO VERMELHO ;;;;;;;;;;;
100930160007.0;   ;BICICLETA BALANCE CALOI VERMELHA 02 ;504010130074.0;   ;;;TINTA EM PO PRETO W-ECO  ;;;;;;;;;;;
100960160001.0;   ;BICICLETA BALANCE PRINCESAS ;206010180001.0;0007  ;Garfo Balance;Balance;PINTURA GARFO DIANTEIRO ARO 12 ROSA CLA R ;rosa claro;504010130015.0;TINTA EM PO ROSA CLARO;Balance;24.0;0,80;1.0;114.0;1,75;73c;5,240
100960160001.0;   ;BICICLETA BALANCE PRINCESAS ;206010180004.0;0007  ;Guidão Balance;Balance;PINTURA GUIDAO ARO 12 BALANCE ROSA CLA RO ;rosa claro;504010130015.0;TINTA EM PO ROSA CLARO;Balance;26.0;0,80;1.0;116.0;1,94;23c;2,480
100960160001.0;   ;BICICLETA BALANCE PRINCESAS ;206010180005.0;0007  ;Quadro Balance;Balance;PINTURA QUADRO ARO 12 BALANCE ROSA CLA RO ;rosa claro;504010130015.0;TINTA EM PO ROSA CLARO;Balance;12.0;1,20;3.0;96.0;1,75;35c;2,600
100960160001.0;   ;BICICLETA BALANCE PRINCESAS ;207010180007.0;0001  ;Abraçadeira 16;Balance;PINTURA ABRACADEIRA SELIM 16/BALANCE ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;130.0;0,80;1.0;30.0;1,75;62c;8,000
100960160001.0;   ;BICICLETA BALANCE PRINCESAS ;207010180013.0;0001  ;;Balance;PINTURA CANOTE DO SELIM PRETO ;preta;504010130007.0;TINTA EM PO PRETA;;;;;;;;
100960160001.0;   ;BICICLETA BALANCE PRINCESAS ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
100960160001.0;   ;BICICLETA BALANCE PRINCESAS ;504010130015.0;   ;;;TINTA EM PO ROSA CLARO ;;;;;;;;;;;
100960160001.0;   ;BICICLETA BALANCE PRINCESAS ;504010130074.0;   ;;;TINTA EM PO PRETO W-ECO  ;;;;;;;;;;;
100960160002.0;   ;BICICLETA BALANCE CARROS ;206010180001.0;0001  ;Garfo Balance;Balance;PINTURA GARFO DIANTEIRO ARO 12 PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Balance;24.0;0,80;1.0;114.0;1,75;73c;5,240
100960160002.0;   ;BICICLETA BALANCE CARROS ;206010180004.0;0001  ;Guidão Balance;Balance;PINTURA GUIDAO ARO 12 BALANCE PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Balance;26.0;0,80;1.0;116.0;1,94;23c;2,480
100960160002.0;   ;BICICLETA BALANCE CARROS ;206010180005.0;0004  ;Quadro Balance;Balance;PINTURA QUADRO ARO 12 BALANCE VERMELH O ;vermelho;504010130010.0;TINTA EM PO VERMELHO;Balance;12.0;1,20;3.0;96.0;1,75;35c;2,600
100960160002.0;   ;BICICLETA BALANCE CARROS ;207010180007.0;0001  ;Abraçadeira 16;Balance;PINTURA ABRACADEIRA SELIM 16/BALANCE ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;130.0;0,80;1.0;30.0;1,75;62c;8,000
100960160002.0;   ;BICICLETA BALANCE CARROS ;207010180013.0;0001  ;;Balance;PINTURA CANOTE DO SELIM PRETO ;preta;504010130007.0;TINTA EM PO PRETA;;;;;;;;
100960160002.0;   ;BICICLETA BALANCE CARROS ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
100960160002.0;   ;BICICLETA BALANCE CARROS ;504010130010.0;   ;;;TINTA EM PO VERMELHO ;;;;;;;;;;;
100960160002.0;   ;BICICLETA BALANCE CARROS ;504010130074.0;   ;;;TINTA EM PO PRETO W-ECO  ;;;;;;;;;;;
100960160003.0;   ;BICICLETA BALANCE SPIDER MAN 02 ;206010180001.0;0001  ;Garfo Balance;Balance;PINTURA GARFO DIANTEIRO ARO 12 PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Balance;24.0;0,80;1.0;114.0;1,75;73c;5,240
100960160003.0;   ;BICICLETA BALANCE SPIDER MAN 02 ;206010180004.0;0001  ;Guidão Balance;Balance;PINTURA GUIDAO ARO 12 BALANCE PRETO ;preta;504010130007.0;TINTA EM PO PRETA;Balance;26.0;0,80;1.0;116.0;1,94;23c;2,480
100960160003.0;   ;BICICLETA BALANCE SPIDER MAN 02 ;206010180005.0;0004  ;Quadro Balance;Balance;PINTURA QUADRO ARO 12 BALANCE VERMELH O ;vermelho;504010130010.0;TINTA EM PO VERMELHO;Balance;12.0;1,20;3.0;96.0;1,75;35c;2,600
100960160003.0;   ;BICICLETA BALANCE SPIDER MAN 02 ;207010180007.0;0001  ;Abraçadeira 16;Balance;PINTURA ABRACADEIRA SELIM 16/BALANCE ;preta;504010130007.0;TINTA EM PO PRETA;Aro 16;130.0;0,80;1.0;30.0;1,75;62c;8,000
100960160003.0;   ;BICICLETA BALANCE SPIDER MAN 02 ;207010180013.0;0001  ;;Balance;PINTURA CANOTE DO SELIM PRETO ;preta;504010130007.0;TINTA EM PO PRETA;;;;;;;;
100960160003.0;   ;BICICLETA BALANCE SPIDER MAN 02 ;504010130007.0;   ;;;TINTA EM PO PRETA ;;;;;;;;;;;
100960160003.0;   ;BICICLETA BALANCE SPIDER MAN 02 ;504010130010.0;   ;;;TINTA EM PO VERMELHO ;;;;;;;;;;;
100960160003.0;   ;BICICLETA BALANCE SPIDER MAN 02 ;504010130074.0;   ;;;TINTA EM PO PRETO W-ECO  ;;;;;;;;;;;
100960160004.0;   ;BICICLETA BALANCE PRINCESAS 02 ;206010180001.0;0007  ;Garfo Balance;Balance;PINTURA GARFO DIANTEIRO ARO 12 ROSA CLA R ;rosa claro;504010130015.0;TINTA EM PO ROSA CLARO;Balance;24.0;0,80;1.0;114.0;1,75;73c;5,240
100960160004.0;   ;BICICLETA BALANCE PRINCESAS 02 ;206010180004.0;0007  ;Guidão Balance;Balance;PINTURA GUIDAO ARO 12 BALANCE ROSA CLA RO ;rosa claro;504010130015.0;TINTA EM PO ROSA CLARO;Balance;26.0;0,80;1.0;116.0;1,94;23c;2,480
